"Custid","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Z_CostContact","Z_Revenue","DepVar"
816152656,1971,"Master","Divorced",66745,0,0,"2012-12-31",21,321,83,643,127,26,69,1,3,3,5,2,0,0,0,0,0,0,3,11,1
1438662328,1960,"PhD","Divorced",82050,0,0,"2012-09-02",5,1450,18,353,24,18,37,1,7,3,8,3,0,0,1,1,0,0,3,11,1
1230110518,1966,"Graduation","Single",17191,0,0,"2013-04-09",24,11,9,16,17,19,36,1,3,1,2,8,0,0,0,0,0,0,3,11,1
406112521,1991,"Master","Single",95153,0,0,"2012-11-19",56,713,25,448,21,24,33,1,4,4,7,5,0,0,0,0,0,0,3,11,1
1438661770,1987,"PhD","Single",95169,0,0,"2013-10-09",1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,3,11,1
1230105959,1957,"Master","Together",70602,0,0,"2012-08-29",51,1018,55,685,0,74,37,1,6,6,6,3,0,0,0,0,0,0,3,11,1
406106561,1969,"Master","Single",62264,0,0,"2013-07-23",66,505,86,301,181,43,182,1,6,4,6,3,0,0,0,0,0,0,3,11,1
1438665783,1987,"2n Cycle","Married",22126,1,0,"2013-10-02",28,10,0,32,17,13,28,4,4,1,2,9,0,0,0,0,0,0,3,11,1
1438665223,1975,"Master","Together",17459,1,0,"2013-09-19",12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1
406114633,1986,"Graduation","Together",24930,1,0,"2013-02-22",18,6,6,34,2,7,33,2,3,1,2,8,0,0,0,0,0,0,3,11,1
610627870,1971,"PhD","Married",37126,1,0,"2014-03-30",9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,3,11,1
610630461,1949,"PhD","Together",34560,1,1,"2013-01-31",4,68,0,21,2,0,9,3,3,0,3,9,0,0,0,0,0,0,3,11,1
406110088,1951,"Graduation","Single",71598,0,1,"2012-08-02",28,1098,14,249,56,43,73,4,10,7,5,6,0,0,0,0,0,0,3,11,1
816153371,1981,"Graduation","Single",82047,0,0,"2013-10-22",14,544,144,592,250,128,160,1,3,7,4,1,0,1,1,1,0,0,3,11,1
406108139,1975,"PhD","Divorced",74165,0,0,"2013-05-01",9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,3,11,1
202560588,1972,"PhD","Single",62793,0,1,"2013-06-05",27,1067,0,133,0,0,36,6,2,3,13,7,0,1,0,0,0,0,3,11,1
1438667037,1986,"Master","Married",80141,0,0,"2013-01-11",20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,3,11,1
816156159,1970,"PhD","Divorced",62744,0,1,"2013-03-12",98,405,18,121,55,18,30,4,7,2,9,5,0,0,0,0,0,0,3,11,1
1438670238,1972,"Master","Together",79555,0,0,"2013-04-24",2,1267,70,821,121,93,23,1,6,8,12,2,0,0,1,1,0,0,3,11,1
1022677528,1987,"Graduation","Married",25545,1,0,"2012-09-08",35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1
1022675611,1963,"Graduation","Single",52984,1,1,"2013-01-05",17,51,12,73,12,4,3,4,3,1,4,5,0,0,0,0,0,0,3,11,1
1022672401,1982,"Graduation","Together",80034,0,0,"2012-08-04",2,591,24,878,46,53,107,1,6,6,5,3,0,0,1,0,0,0,3,11,1
1230111617,1963,"Master","Together",94084,0,0,"2012-11-20",96,891,19,931,154,19,138,0,5,3,12,2,0,0,1,0,0,0,3,11,1
1438665119,1961,"Graduation","Divorced",70384,0,0,"2012-10-11",40,611,61,596,219,91,28,1,3,6,4,2,0,0,0,0,0,0,3,11,1
406113689,1947,"Master","Single",91712,0,0,"2013-10-17",47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,3,11,1
1022675300,1960,"PhD","Widow",78939,0,0,"2012-09-03",1,700,16,801,173,16,66,1,7,8,10,3,0,0,0,0,0,0,3,11,1
816153123,1976,"PhD","Together",74933,0,1,"2012-09-21",86,609,48,511,32,36,85,4,7,6,5,4,0,0,0,0,0,0,3,11,1
610628656,1970,"Master","Single",80978,0,0,"2012-10-08",76,523,77,708,140,123,107,1,4,5,4,2,0,0,0,1,0,0,3,11,1
406105994,1972,"Graduation","Married",80134,1,0,"2013-05-20",40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1
1022668855,1986,"Master","Single",77624,2,0,"2013-10-29",53,981,23,115,30,11,196,3,2,9,6,5,1,0,1,0,0,0,3,11,1
610632185,1986,"Master","Single",21888,1,0,"2012-12-29",15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1
406105057,1982,"Graduation","Single",39660,1,0,"2012-08-08",36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1
1438664538,1960,"PhD","Married",52789,0,1,"2012-12-13",28,842,10,152,13,10,10,6,9,3,13,7,0,1,0,1,0,0,3,11,1
1438664889,1944,"Graduation","Single",79632,0,0,"2014-02-12",19,457,25,406,198,23,76,1,2,10,7,1,0,0,0,0,0,0,3,11,1
610633227,1971,"Graduation","Together",65366,0,1,"2013-03-06",56,568,28,331,0,18,18,4,4,3,7,8,0,0,0,0,0,0,3,11,0
1022673580,1978,"Master","Together",41118,1,0,"2013-04-21",22,41,0,8,0,1,5,2,2,0,4,6,0,0,0,0,0,0,3,11,0
1230112618,1961,"Master","Married",61794,0,1,"2013-09-14",74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0
816151087,1948,"Graduation","Married",23367,0,0,"2012-11-17",18,2,18,37,24,7,23,1,3,0,4,8,0,0,0,0,0,0,3,11,0
816154641,1963,"Graduation","Married",38086,0,1,"2013-10-20",56,131,0,119,30,23,83,1,6,1,5,8,0,0,0,0,0,0,3,11,0
202554580,1975,"Master","Single",77837,0,1,"2014-06-03",19,553,7,106,28,21,0,1,7,2,11,3,0,0,0,0,0,0,3,11,0
1438661355,1969,"Graduation","Married",17407,1,0,"2014-02-27",95,6,0,3,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0
406105760,1969,"Graduation","Married",86369,0,0,"2013-09-22",96,755,16,755,63,32,16,0,5,5,4,2,0,0,1,1,0,0,3,11,0
406113491,1956,"Graduation","Single",83416,0,0,"2013-04-14",53,620,0,499,36,31,137,1,4,10,12,2,0,0,0,0,0,0,3,11,0
202552023,1976,"Graduation","Married",28119,1,0,"2014-02-24",42,12,4,13,11,0,14,2,2,1,2,7,0,0,0,0,0,0,3,11,0
1438660995,1978,"Basic","Together",24882,1,0,"2012-09-09",52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0
406111442,1960,"2n Cycle","Together",92556,0,0,"2014-04-20",32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,3,11,0
1022673398,1975,"Master","Married",22928,1,0,"2013-12-12",52,30,0,12,2,2,2,2,1,1,4,3,0,0,0,0,0,0,3,11,0
406106369,1958,"Graduation","Married",67267,0,1,"2014-05-13",0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,3,11,0
1230111090,1987,"Graduation","Married",29169,1,0,"2014-04-07",18,6,1,4,3,1,9,1,0,0,3,6,1,0,0,0,0,0,3,11,0
1230108297,1977,"Master","Married",59591,0,1,"2012-12-27",47,684,40,214,13,71,35,4,2,3,10,7,0,0,0,0,0,0,3,11,0
406105382,1968,"Graduation","Married",46848,0,1,"2013-08-13",73,496,6,90,8,6,96,4,10,2,6,8,0,0,0,0,0,0,3,11,0
816149107,1963,"2n Cycle","Married",42487,0,1,"2014-04-10",76,26,0,8,0,1,8,1,1,0,3,4,0,0,0,0,0,0,3,11,0
202561091,1955,"Master","Single",51718,1,1,"2013-07-26",52,22,0,15,0,1,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0
202555961,1971,"Graduation","Together",47888,0,1,"2013-08-24",6,5,0,10,2,1,3,1,0,0,3,3,0,0,0,0,0,0,3,11,0
202552317,1971,"PhD","Together",52032,0,1,"2013-08-05",71,837,0,104,0,0,9,6,3,2,9,8,0,0,0,0,0,0,3,11,0
816156179,1965,"Graduation","Married",4197,1,1,"2013-05-13",56,3,1,4,1,1,1,0,0,0,0,13,0,0,0,0,0,0,3,11,0
1230109496,1962,"Graduation","Single",38570,0,1,"2014-06-13",73,13,4,12,6,6,9,1,1,0,3,4,0,0,0,0,0,0,3,11,0
202557384,1956,"Master","Together",14661,0,0,"2013-01-01",88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0
1438662576,1976,"PhD","Together",76411,1,0,"2014-05-29",69,946,11,136,15,34,45,1,10,6,11,5,0,0,0,0,0,0,3,11,0
406113290,1952,"Master","Married",64966,0,0,"2013-05-10",15,614,60,445,32,60,24,1,4,4,10,3,0,0,0,0,0,0,3,11,0
406111480,1983,"PhD","Married",50150,0,0,"2013-06-20",32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0
1230113700,1957,"Graduation","Married",78482,0,0,"2013-02-01",98,568,155,723,246,86,68,1,5,10,11,3,0,0,0,0,0,0,3,11,0
202560366,1983,"PhD","Together",23205,1,0,"2013-12-12",87,39,1,18,0,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0
202557498,1950,"Graduation","Single",26907,1,1,"2012-09-07",14,7,0,6,2,1,4,1,1,0,2,9,0,0,0,0,0,0,3,11,0
202558784,1972,"Graduation","Together",46053,1,0,"2013-02-17",46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,3,11,0
610626507,1958,"Master","Together",88732,1,1,"2012-09-27",35,997,61,337,99,76,15,7,10,5,8,8,0,0,0,0,0,0,3,11,0
202561251,1982,"Graduation","Together",53248,1,0,"2014-04-20",87,101,34,45,23,17,4,2,2,2,6,2,0,0,0,0,0,0,3,11,0
406114770,1994,"Graduation","Together",72793,0,0,"2014-04-20",43,271,108,155,181,100,7,1,3,5,13,1,0,0,0,0,0,0,3,11,0
1230105895,1948,"PhD","Married",45579,0,1,"2013-08-20",10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0
406109520,1965,"Graduation","Together",37695,1,1,"2012-09-19",4,44,2,14,3,4,10,3,2,0,4,8,0,0,0,0,0,0,3,11,0
610634387,1957,"Graduation","Married",43639,0,1,"2013-10-16",33,66,3,38,10,2,59,2,3,2,2,6,0,0,0,0,0,0,3,11,0
406106139,1971,"PhD","Married",40179,1,1,"2013-02-01",34,16,1,2,2,0,3,2,1,0,3,4,0,0,0,0,0,0,3,11,0
610629938,1979,"Graduation","Divorced",27031,1,0,"2012-09-28",96,10,5,15,2,3,16,1,1,0,3,9,0,0,0,0,0,0,3,11,0
202560124,1963,"Graduation","Married",154062,0,0,"2013-04-18",74,3,1,5,2,3,5,0,0,0,0,1,0,0,0,0,0,0,3,11,0
406105942,1962,"Graduation","Widow",46838,1,1,"2014-03-30",97,14,3,18,4,3,16,2,1,0,4,5,1,0,0,0,0,0,3,11,0
1230105943,1977,"Basic","Divorced",26532,1,0,"2013-12-24",52,0,4,1,6,2,10,1,1,0,2,4,0,0,0,0,0,0,3,11,0
610627117,1960,"PhD","Widow",61092,0,1,"2012-12-22",70,464,14,200,28,14,14,3,7,2,11,6,0,0,0,0,0,0,3,11,0
1230107072,1956,"PhD","Married",59025,0,2,"2014-03-07",86,712,0,45,10,0,53,2,2,6,3,8,1,0,0,0,1,0,3,11,0
610630272,1957,"2n Cycle","Single",56685,0,1,"2012-08-08",39,581,7,147,30,15,62,6,10,3,8,8,0,1,0,0,0,0,3,11,0
816151349,1985,"PhD","Married",8606,1,0,"2013-01-06",44,29,1,24,11,3,8,3,2,1,4,5,0,0,0,0,0,0,3,11,0
1230109762,1984,"Master","Married",72211,1,0,"2013-02-26",87,871,40,375,69,0,107,2,3,3,4,7,0,0,0,0,0,0,3,11,0
1438662689,1975,"PhD","Married",76618,0,0,"2012-12-07",64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0
406114006,1983,"Graduation","Single",29534,1,0,"2014-02-04",56,5,1,11,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1230104772,1981,"2n Cycle","Single",2881,1,0,"2013-11-19",6,1,2,2,1,1,315,0,0,0,0,12,0,0,0,0,0,0,3,11,0
610631974,1950,"Graduation","Together",74661,0,0,"2013-06-01",66,556,26,287,23,17,35,2,8,3,12,5,0,0,0,0,0,0,3,11,0
1230112219,1971,"Graduation","Together",51822,1,1,"2014-05-22",90,18,1,8,0,0,3,2,1,0,3,3,0,0,0,0,0,0,3,11,0
202558243,1956,"Graduation","Single",32516,1,1,"2012-09-07",22,8,5,5,0,0,0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
202552837,1954,"Graduation","Single",46344,1,1,"2014-03-08",38,11,1,6,2,1,6,2,1,1,2,5,0,0,0,0,0,0,3,11,0
202553938,1952,"2n Cycle","Together",6221,0,0,"2012-08-21",83,42,7,31,4,8,4,15,1,23,1,0,0,0,0,0,0,0,3,11,0
816148346,1979,"Master","Married",40662,1,0,"2013-03-15",0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0
1438669751,1964,"Graduation","Divorced",50034,0,1,"2014-05-14",89,50,2,11,2,1,24,1,2,0,3,4,0,0,0,0,0,0,3,11,0
1230114487,1972,"Graduation","Widow",34803,1,0,"2013-08-10",3,7,13,14,4,15,34,1,2,1,2,7,0,0,0,0,0,0,3,11,0
1022671258,1968,"2n Cycle","Married",48985,0,1,"2013-07-05",13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0
1230111624,1978,"PhD","Together",39042,1,0,"2013-09-01",68,49,23,101,50,2,28,2,5,1,4,7,0,0,0,0,0,0,3,11,0
816154137,1963,"Graduation","Single",48096,1,1,"2013-10-11",27,21,0,11,0,1,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0
406107591,1986,"Basic","Married",18255,1,0,"2014-06-14",99,1,9,3,0,9,12,2,2,0,3,6,0,0,0,0,0,0,3,11,0
406105941,1982,"Graduation","Married",42081,1,0,"2013-02-26",86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,3,11,0
1230107876,1966,"Graduation","Together",82427,0,0,"2014-03-12",35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0
406111232,1973,"PhD","Together",45038,1,0,"2014-03-16",98,13,1,19,3,3,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0
1438664883,1963,"Master","Single",72798,1,1,"2014-04-02",13,276,57,148,42,128,25,2,8,3,8,4,0,0,0,0,0,0,3,11,0
1438669972,1977,"Graduation","Married",20231,1,0,"2012-11-18",68,1,1,9,0,4,2,1,1,0,2,8,0,0,0,0,0,1,3,11,0
1438665208,1951,"Graduation","Together",76542,0,0,"2012-10-31",27,412,27,770,46,33,53,1,3,6,8,1,0,0,0,0,0,0,3,11,0
202559577,1970,"Graduation","Single",42069,2,1,"2013-04-04",95,84,1,59,2,1,5,5,3,1,4,8,0,0,0,0,0,0,3,11,0
816147010,1969,"Master","Married",29937,1,0,"2014-06-10",45,13,1,14,0,2,19,1,1,1,2,8,1,0,0,0,0,0,3,11,0
1022671010,1971,"Graduation","Together",62946,0,1,"2013-12-14",59,129,9,126,20,21,3,4,5,2,5,6,0,0,0,0,0,0,3,11,0
1438665495,1977,"Graduation","Divorced",65895,0,1,"2013-06-16",41,171,54,72,13,34,89,3,4,1,8,4,0,0,0,0,0,0,3,11,0
610635095,1983,"Graduation","Single",38292,1,0,"2012-12-05",50,31,3,39,6,13,25,1,3,0,3,9,0,0,0,0,0,0,3,11,0
1438670376,1956,"Graduation","Married",4701,2,1,"2013-04-12",80,13,0,1662,1,1,3,16,1,22,0,1,0,0,0,0,0,0,3,11,0
1022672608,1977,"Graduation","Divorced",81887,1,1,"2013-03-29",42,576,92,357,45,92,80,4,3,2,12,5,0,0,0,0,0,0,3,11,0
1438668223,1958,"PhD","Single",31351,1,1,"2014-06-06",60,14,0,4,0,0,2,2,1,0,3,6,0,0,0,0,0,0,3,11,0
816153920,1975,"Graduation","Married",43644,1,1,"2012-12-29",65,79,6,51,10,7,3,4,3,1,4,7,0,0,0,0,0,0,3,11,0
406109460,1975,"Master","Single",53716,0,1,"2012-12-24",36,301,3,74,4,7,19,4,6,1,7,7,0,0,0,0,0,0,3,11,0
406114392,1975,"PhD","Married",62536,0,1,"2014-02-06",1,192,2,21,3,0,8,2,4,1,5,5,0,0,0,0,0,0,3,11,0
406105734,1965,"Graduation","Together",62879,0,1,"2012-10-10",99,420,53,198,59,45,38,5,6,5,10,5,0,0,0,0,0,0,3,11,0
1438667847,1959,"Graduation","Together",47703,2,1,"2012-12-06",41,224,2,28,3,2,28,7,7,1,3,9,0,0,0,0,0,0,3,11,0
816151208,1969,"Graduation","Married",72460,0,0,"2013-11-14",56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0
1438663101,1949,"PhD","Single",34794,0,1,"2012-10-23",45,103,17,75,11,15,83,3,4,2,4,8,0,0,0,0,0,0,3,11,0
816155580,1970,"PhD","Together",62544,1,1,"2012-10-02",20,375,9,83,12,14,14,5,4,3,9,4,0,0,0,0,0,0,3,11,0
1438661994,1955,"Graduation","Married",75438,0,1,"2012-12-11",70,1157,34,466,67,17,155,3,5,5,6,6,0,1,1,0,0,0,3,11,0
1438669146,1957,"Graduation","Married",48680,1,1,"2014-05-10",6,44,1,14,2,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0
1438669408,1960,"Graduation","Together",19740,0,1,"2013-03-24",65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,3,11,0
406113964,1946,"Master","Married",66835,0,0,"2013-09-28",21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0
1230109271,1978,"Graduation","Married",63993,0,0,"2014-03-27",97,64,3,64,68,119,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0
610633210,1979,"Graduation","Together",84858,0,0,"2013-10-18",76,592,160,480,208,21,32,1,4,3,7,1,0,0,1,1,0,0,3,11,0
610628201,1978,"PhD","Divorced",50821,1,0,"2013-03-19",41,246,8,176,6,4,44,3,10,1,4,9,0,0,0,0,0,0,3,11,0
610626269,1956,"PhD","Together",57515,0,1,"2013-07-28",20,541,0,91,8,6,84,4,7,8,4,4,0,0,0,0,0,0,3,11,0
202553554,1983,"PhD","Married",82075,0,0,"2012-10-30",96,1290,44,778,58,66,44,1,8,7,9,4,0,0,0,0,0,0,3,11,0
202559320,1951,"Master","Single",52358,0,1,"2014-04-09",78,301,0,37,0,3,13,2,4,1,8,3,0,0,0,0,0,0,3,11,0
1022675355,1951,"Master","Married",59412,0,0,"2014-04-19",56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,3,11,0
1022670969,1953,"Graduation","Together",27870,1,1,"2013-06-19",41,8,0,6,2,1,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0
202552548,1973,"Graduation","Divorced",62910,0,1,"2012-09-25",22,520,48,484,47,121,68,3,8,4,6,5,0,0,0,0,0,0,3,11,0
610630692,1971,"Graduation","Married",18785,1,0,"2014-01-28",80,11,0,9,6,4,18,2,2,1,2,8,1,0,0,0,0,0,3,11,0
202553916,1981,"Graduation","Married",49839,1,0,"2013-03-25",7,301,16,186,36,21,65,6,7,2,8,6,0,0,0,0,0,0,3,11,0
610626902,1956,"PhD","Widow",35340,1,1,"2014-06-29",1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,3,11,0
610629550,1946,"Graduation","Single",80838,0,0,"2014-04-13",26,380,62,318,81,53,97,1,6,4,13,2,0,0,0,0,0,0,3,11,0
1438670400,1969,"Graduation","Together",29979,1,1,"2014-02-08",56,24,1,15,0,0,3,4,2,1,3,7,0,0,0,0,0,0,3,11,0
610632246,1985,"Graduation","Single",29938,1,0,"2013-10-27",52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,3,11,0
610631260,1959,"Master","Together",82576,0,0,"2012-08-01",66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,3,11,0
1438665807,1959,"PhD","Divorced",72775,0,0,"2013-04-01",42,1013,29,411,19,0,14,1,4,5,13,3,0,0,0,0,0,0,3,11,0
610634372,1966,"Graduation","Married",80398,0,0,"2012-11-10",92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,3,11,0
816150554,1964,"2n Cycle","Together",62859,0,1,"2013-04-12",66,342,114,273,32,159,65,6,7,10,10,5,0,0,0,0,0,0,3,11,0
1230106874,1952,"Graduation","Together",58556,0,1,"2013-11-03",65,264,43,210,13,10,21,5,4,3,10,3,0,0,0,0,0,0,3,11,0
1438665313,1985,"Graduation","Together",77970,0,0,"2013-07-24",76,254,155,607,257,197,39,0,3,7,11,1,0,0,0,0,0,0,3,11,0
1230109544,1972,"Master","Married",26176,1,0,"2013-01-21",41,14,2,11,0,0,9,1,1,0,3,8,0,0,0,0,0,0,3,11,0
202558983,1966,"2n Cycle","Together",68181,0,1,"2014-06-09",31,409,48,78,24,54,120,2,8,2,8,5,0,1,0,0,0,0,3,11,0
1438663502,1967,"Graduation","Married",61899,0,1,"2013-10-17",30,391,38,81,28,10,43,2,8,3,6,6,0,1,0,0,0,0,3,11,0
816151796,1954,"Graduation","Divorced",62400,0,1,"2012-09-27",39,403,32,149,59,19,175,4,6,2,11,5,0,0,0,0,0,0,3,11,0
816153474,1955,"Graduation","Married",69771,0,0,"2014-03-16",10,279,163,279,88,173,28,1,3,8,13,1,0,0,0,0,0,0,3,11,0
610628177,1948,"PhD","Divorced",30223,1,1,"2013-11-04",84,21,3,34,2,0,1,3,3,0,3,8,0,0,0,0,0,0,3,11,0
816146577,1978,"Graduation","Single",69349,0,0,"2014-05-04",86,467,50,325,132,81,50,1,2,4,9,1,0,0,0,0,0,0,3,11,0
1230108554,1970,"Graduation","Divorced",42805,1,0,"2014-01-15",85,13,14,30,6,0,12,1,2,0,3,8,0,0,0,0,0,0,3,11,0
816150000,1976,"Master","Married",53204,1,1,"2014-03-20",40,29,0,8,2,0,6,1,1,0,3,4,0,0,0,0,0,0,3,11,0
1438665219,1973,"Graduation","Married",33942,1,0,"2013-04-04",37,39,5,43,3,0,16,2,2,0,4,7,1,0,0,0,0,0,3,11,0
1438665299,1974,"PhD","Single",31560,1,0,"2013-06-24",98,62,1,20,4,0,7,2,2,1,3,8,0,0,0,0,0,0,3,11,0
610628038,1958,"Master","Single",30523,2,1,"2013-07-01",0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1022676144,1956,"Master","Together",63238,0,0,"2013-12-03",18,338,35,178,46,11,59,1,3,4,11,2,0,0,0,0,0,0,3,11,0
406108511,1958,"2n Cycle","Together",53016,0,1,"2012-12-26",91,616,0,77,10,0,92,5,9,3,8,8,0,1,0,0,1,0,3,11,0
610626752,1983,"Graduation","Together",83964,0,0,"2014-05-01",84,266,154,546,30,21,126,1,5,2,4,1,0,0,0,0,0,0,3,11,0
1022677587,1977,"2n Cycle","Single",50619,2,1,"2013-09-21",39,42,13,51,2,10,20,3,2,1,4,4,0,0,0,0,0,0,3,11,0
1022673568,1951,"Master","Single",61902,1,1,"2013-02-26",95,381,19,226,8,12,12,6,9,4,6,7,0,0,0,0,0,0,3,11,0
610630073,1959,"Graduation","Divorced",23295,0,0,"2013-07-13",72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0
202556345,1980,"Graduation","Single",34831,1,0,"2012-11-13",6,176,6,115,4,6,27,2,6,1,5,8,0,0,0,0,0,0,3,11,0
816153729,1977,"Master","Married",44259,1,1,"2014-01-24",78,27,0,11,0,1,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0
610632145,1972,"Master","Married",57136,1,1,"2013-07-09",48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,3,11,0
202559012,1966,"Master","Married",49605,0,0,"2014-06-21",65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,3,11,0
406106242,1985,"Graduation","Married",70951,0,0,"2013-05-04",66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0
816151155,1966,"PhD","Single",66596,0,1,"2014-01-07",4,193,17,155,33,43,8,1,3,2,10,2,0,0,0,0,0,0,3,11,0
1438661712,1956,"Graduation","Married",60555,0,1,"2013-12-20",59,241,17,138,28,12,17,3,6,2,7,5,0,0,0,0,0,0,3,11,0
1230111415,1976,"Graduation","Widow",66601,0,1,"2014-06-04",84,196,5,25,20,12,58,1,5,2,4,4,0,0,0,0,0,0,3,11,0
610627329,1985,"Graduation","Together",35984,1,0,"2012-10-15",62,49,38,62,28,9,42,3,4,1,4,9,0,0,0,0,0,0,3,11,0
406112184,1974,"2n Cycle","Single",31599,0,0,"2012-10-11",18,1,6,2,3,4,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1022675449,1979,"Graduation","Together",56949,0,1,"2013-09-09",28,166,18,84,24,15,36,1,3,1,8,3,0,0,0,0,0,0,3,11,0
1438663364,1948,"2n Cycle","Married",78167,0,0,"2014-06-18",30,184,23,587,120,57,11,1,5,4,8,2,0,0,0,0,0,0,3,11,0
202554132,1964,"Graduation","Married",68981,1,1,"2013-10-11",25,359,0,118,6,9,14,5,6,2,8,5,0,0,0,0,0,0,3,11,0
202556808,1987,"Master","Single",28638,1,0,"2013-01-15",51,35,0,37,23,0,12,1,3,1,2,8,0,0,0,0,0,0,3,11,0
610630407,1988,"Basic","Together",13724,1,0,"2012-08-31",43,2,7,5,2,15,27,1,2,0,2,9,1,0,0,0,0,0,3,11,0
1022673217,1979,"Graduation","Together",85693,0,1,"2013-04-20",59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,3,11,0
1022673062,1954,"Graduation","Together",53185,1,1,"2012-09-12",88,73,0,10,3,1,5,2,2,0,4,6,0,0,0,0,0,0,3,11,0
406111447,1960,"Graduation","Married",65292,0,0,"2013-11-21",68,137,117,314,25,65,19,1,3,6,10,1,0,0,0,0,0,0,3,11,0
816152734,1959,"Graduation","Divorced",61250,0,1,"2012-12-16",49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0
816152401,1959,"Graduation","Married",85222,0,0,"2013-07-14",62,881,76,766,75,134,38,1,4,6,9,2,0,0,0,1,0,0,3,11,0
1022670970,1974,"Graduation","Married",48453,0,1,"2013-02-03",16,199,9,63,32,6,75,2,5,3,4,6,0,0,0,0,0,0,3,11,0
1438661352,1970,"Graduation","Together",31437,1,0,"2014-04-13",24,13,0,12,0,1,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0
202553194,1952,"Graduation","Married",74022,0,0,"2012-11-02",40,336,175,819,114,43,219,1,5,8,9,2,0,0,0,0,0,0,3,11,0
406112330,1976,"PhD","Divorced",14849,1,0,"2013-07-02",39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0
1022673943,1967,"PhD","Married",43752,1,1,"2013-12-09",56,28,2,9,0,0,21,2,1,1,2,6,0,0,0,0,0,0,3,11,0
1022669598,1978,"Graduation","Single",49847,0,1,"2013-01-01",43,101,18,36,67,51,20,4,3,1,7,5,0,0,0,0,0,0,3,11,0
610632180,1976,"Graduation","Married",73759,0,0,"2013-02-27",67,128,21,474,30,25,49,1,4,6,9,1,0,0,0,0,0,0,3,11,0
